"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.908076663E2,4.823743903E1,1.163735707E1,4.905449996E2,2.814856911E1,1.982653809E2,6.610853610E0,8.001208274E0,8.001208274E0,0.000000000E0
3.918076612E2,4.823720335E1,1.163725346E1,4.910591558E2,2.793708992E1,1.982675323E2,6.642086007E0,8.001208274E0,8.001208274E0,0.000000000E0
3.928076560E2,4.823693148E1,1.163714749E1,4.915025071E2,2.793708992E1,1.982675323E2,6.672659581E0,1.600241655E1,1.600241655E1,0.000000000E0
3.938076514E2,4.823666669E1,1.163703630E1,4.918947880E2,2.803711128E1,1.982675323E2,6.702813749E0,1.200181241E1,1.200181241E1,0.000000000E0
3.948076462E2,4.823640910E1,1.163690902E1,4.922656989E2,2.832123375E1,1.982675323E2,6.733102734E0,8.001208274E0,8.001208274E0,0.000000000E0
3.958076406E2,4.823615035E1,1.163678118E1,4.940397823E2,2.859681129E1,1.982675323E2,6.762501267E0,8.001208274E0,8.001208274E0,0.000000000E0
3.968076349E2,4.823589921E1,1.163665710E1,4.942386870E2,2.859681129E1,1.982675323E2,6.791605021E0,8.001208274E0,8.001208274E0,0.000000000E0
3.978076297E2,4.823565059E1,1.163653426E1,4.944415985E2,2.894030571E1,1.982675323E2,6.820561404E0,8.001208274E0,8.001208274E0,0.000000000E0
3.988076249E2,4.823540323E1,1.163641205E1,4.945758819E2,2.894700623E1,1.982675323E2,6.848037199E0,8.001208274E0,8.001208274E0,0.000000000E0
3.998076186E2,4.823516852E1,1.163629608E1,4.886199171E2,2.903232002E1,1.982675323E2,6.875771837E0,8.001208274E0,8.001208274E0,0.000000000E0
4.008076141E2,4.823493684E1,1.163615737E1,4.884549418E2,2.903232002E1,1.982675323E2,6.902533237E0,8.001208274E0,8.001208274E0,0.000000000E0
4.018076086E2,4.823470742E1,1.163604821E1,4.885640729E2,2.858630371E1,1.982675323E2,6.929369914E0,8.001208274E0,8.001208274E0,0.000000000E0
4.028076035E2,4.823448441E1,1.163590966E1,4.887372541E2,2.820746613E1,1.982675323E2,6.958304499E0,8.001208274E0,8.001208274E0,0.000000000E0
4.038075980E2,4.823423281E1,1.163580994E1,4.888906379E2,2.754325867E1,1.982675323E2,6.986039768E0,1.200181241E1,1.200181241E1,0.000000000E0
4.048075925E2,4.823399161E1,1.163571458E1,4.890123239E2,2.611709023E1,1.982675323E2,7.013303946E0,1.200181241E1,1.200181241E1,0.000000000E0
4.058075880E2,4.823375870E1,1.163559951E1,4.890303702E2,2.611709023E1,1.982675323E2,7.039103553E0,1.200181241E1,1.200181241E1,0.000000000E0
4.068075831E2,4.823353831E1,1.163549062E1,4.891058382E2,2.538784981E1,1.982675323E2,7.064880073E0,8.001208274E0,8.001208274E0,0.000000000E0
4.078075778E2,4.823331811E1,1.163538182E1,4.892322021E2,2.477647591E1,1.982675323E2,7.087718050E0,8.001208274E0,8.001208274E0,0.000000000E0
4.088075721E2,4.823312313E1,1.163528492E1,4.906864071E2,2.396317291E1,1.984380798E2,7.109023097E0,8.001208274E0,8.001208274E0,0.000000000E0
4.098075675E2,4.823294777E1,1.163516904E1,4.918355796E2,2.301125336E1,1.984380798E2,7.131619001E0,8.001208274E0,8.001208274E0,0.000000000E0
4.108075618E2,4.823276136E1,1.163504757E1,4.927572289E2,2.301125336E1,1.989324951E2,7.143979285E0,8.001208274E0,8.001208274E0,0.000000000E0
4.118075569E2,4.823265176E1,1.163501976E1,4.935753336E2,2.262336731E1,1.989324951E2,7.175112395E0,8.001208274E0,8.001208274E0,0.000000000E0
4.128075507E2,4.823237910E1,1.163492421E1,4.942232970E2,2.250445557E1,1.981136940E2,7.197976340E0,8.001208274E0,8.001208274E0,0.000000000E0
4.138075463E2,4.823217796E1,1.163486012E1,4.946273654E2,2.250259972E1,1.983732958E2,7.220416434E0,8.001208274E0,8.001208274E0,0.000000000E0
4.148075402E2,4.823198846E1,1.163475592E1,4.947637559E2,2.263569450E1,1.987232747E2,7.243015792E0,8.001208274E0,8.001208274E0,0.000000000E0
4.158075352E2,4.823179694E1,1.163465384E1,4.947193206E2,2.289420891E1,1.986553143E2,7.266546539E0,8.001208274E0,8.001208274E0,0.000000000E0
4.168075298E2,4.823159958E1,1.163453918E1,4.941494343E2,2.289420891E1,1.984888626E2,7.289728102E0,8.001208274E0,8.001208274E0,0.000000000E0
4.178075250E2,4.823140357E1,1.163443256E1,4.942023111E2,2.301909447E1,1.983260309E2,7.313257595E0,8.001208274E0,8.001208274E0,0.000000000E0
4.188075204E2,4.823120304E1,1.163433114E1,4.942190411E2,2.302334785E1,1.984857481E2,7.336060455E0,1.200181241E1,1.200181241E1,0.000000000E0
4.198075155E2,4.823101044E1,1.163422544E1,4.899822664E2,2.287012291E1,1.981291849E2,7.359613954E0,8.001208274E0,8.001208274E0,0.000000000E0
4.208075101E2,4.823080164E1,1.163417191E1,4.897935204E2,2.291778183E1,1.982057240E2,7.383030331E0,8.001208274E0,8.001208274E0,0.000000000E0
4.218075044E2,4.823060525E1,1.163405780E1,4.899598753E2,2.287012291E1,1.980646123E2,7.404980875E0,8.001208274E0,8.001208274E0,0.000000000E0
4.228074985E2,4.823042066E1,1.163395276E1,4.900362215E2,2.207029724E1,1.989497375E2,7.424791673E0,8.001208274E0,8.001208274E0,0.000000000E0
4.238074937E2,4.823025549E1,1.163385250E1,4.900055688E2,2.136969185E1,1.983445892E2,7.444614049E0,8.001208274E0,8.001208274E0,0.000000000E0
4.248074892E2,4.823008297E1,1.163378506E1,4.898274364E2,1.989676094E1,1.983445892E2,7.463136219E0,8.001208274E0,8.001208274E0,0.000000000E0
4.258074834E2,4.822992106E1,1.163372634E1,4.900108377E2,1.989676094E1,1.983445892E2,7.481208932E0,8.001208274E0,8.001208274E0,0.000000000E0
4.268074782E2,4.822976674E1,1.163364975E1,4.901854035E2,1.892397499E1,1.983445892E2,7.499613688E0,1.200181241E1,1.200181241E1,0.000000000E0
4.278074728E2,4.822960959E1,1.163357175E1,4.902851476E2,1.843925285E1,1.983445892E2,7.517818964E0,1.200181241E1,1.200181241E1,0.000000000E0
4.288074672E2,4.822945414E1,1.163349460E1,4.905366565E2,1.843606949E1,1.983445892E2,7.535721826E0,8.001208274E0,8.001208274E0,0.000000000E0
4.298074627E2,4.822930128E1,1.163341873E1,4.909018891E2,1.768394279E1,1.983445892E2,7.552114160E0,8.001208274E0,8.001208274E0,0.000000000E0
4.308074571E2,4.822916144E1,1.163334868E1,4.909925201E2,1.768394279E1,1.985531921E2,7.569467210E0,8.001208274E0,8.001208274E0,0.000000000E0
4.318074516E2,4.822901442E1,1.163327010E1,4.908662865E2,1.724912071E1,1.985531921E2,7.585549595E0,8.001208274E0,8.001208274E0,0.000000000E0
4.328074465E2,4.822888401E1,1.163317619E1,4.907684093E2,1.648822021E1,1.985531921E2,7.600174722E0,8.001208274E0,8.001208274E0,0.000000000E0
4.338074414E2,4.822876614E1,1.163308858E1,4.907053928E2,1.643261528E1,1.985550995E2,7.613904455E0,8.001208274E0,8.001208274E0,0.000000000E0
4.348063735E2,4.822865599E1,1.163300485E1,4.907917059E2,1.638958359E1,1.985550995E2,7.630604282E0,8.001208274E0,8.001208274E0,0.000000000E0
4.358063695E2,4.822851700E1,1.163291942E1,4.910171524E2,1.734120369E1,1.987992096E2,7.648433460E0,8.001208274E0,8.001208274E0,0.000000000E0
4.368065076E2,4.822836628E1,1.163283732E1,4.911698301E2,1.734120369E1,1.987992096E2,7.668904102E0,8.001208274E0,8.001208274E0,0.000000000E0
4.378066567E2,4.822819149E1,1.163275054E1,4.912610683E2,1.857885742E1,1.987992096E2,7.691171159E0,8.001208274E0,8.001208274E0,0.000000000E0
4.388068072E2,4.822800176E1,1.163265438E1,4.913813189E2,2.121856117E1,1.987992096E2,7.713375766E0,8.001208274E0,8.001208274E0,0.000000000E0
4.398069549E2,4.822781121E1,1.163256473E1,4.914265775E2,2.221385384E1,1.991688232E2,7.735903650E0,8.001208274E0,8.001208274E0,0.000000000E0
4.408070998E2,4.822761713E1,1.163247747E1,4.914283568E2,2.221385384E1,1.991688232E2,7.760067200E0,6.000906205E0,6.000906205E0,0.000000000E0
4.418072413E2,4.822741277E1,1.163236654E1,4.914455086E2,2.316463280E1,1.987349243E2,7.782789338E0,6.000906205E0,6.000906205E0,0.000000000E0
4.428073756E2,4.822722515E1,1.163224502E1,4.914647470E2,2.341767693E1,1.983083801E2,7.805680003E0,6.000906205E0,6.000906205E0,0.000000000E0
4.438075181E2,4.822703289E1,1.163213455E1,4.914835349E2,2.341767693E1,1.978684998E2,7.827495000E0,6.000906205E0,6.000906205E0,0.000000000E0
4.448076441E2,4.822685059E1,1.163202571E1,4.915009044E2,2.291384506E1,1.978684998E2,7.851763422E0,6.000906205E0,6.000906205E0,0.000000000E0
4.458077766E2,4.822663914E1,1.163194461E1,4.915507614E2,2.259619522E1,1.985789795E2,7.872724939E0,6.000906205E0,6.000906205E0,0.000000000E0
4.468078833E2,4.822646264E1,1.163184521E1,4.905130526E2,2.163507652E1,1.985789795E2,7.894855855E0,6.000906205E0,6.000906205E0,0.000000000E0
4.478079894E2,4.822627475E1,1.163174667E1,4.897481458E2,2.163507652E1,1.985789795E2,7.914233299E0,6.000906205E0,6.000906205E0,0.000000000E0
4.488080844E2,4.822610954E1,1.163166344E1,4.891884677E2,2.129377937E1,1.983990631E2,7.935082572E0,6.000906205E0,6.000906205E0,0.000000000E0
4.498081865E2,4.822593099E1,1.163157749E1,4.888474590E2,2.129377937E1,1.983990631E2,7.957545944E0,6.000906205E0,6.000906205E0,0.000000000E0
4.508082651E2,4.822574097E1,1.163147457E1,4.886896058E2,2.174412346E1,1.983990631E2,7.977771725E0,6.000906205E0,6.000906205E0,0.000000000E0
4.518083502E2,4.822556877E1,1.163138662E1,4.887391539E2,2.219247055E1,1.984009857E2,8.000237655E0,6.000906205E0,6.000906205E0,0.000000000E0
4.528084252E2,4.822537534E1,1.163129900E1,4.889558350E2,2.184904289E1,1.991232605E2,8.020407595E0,6.000906205E0,6.000906205E0,0.000000000E0
4.538085082E2,4.822520498E1,1.163120549E1,4.892395555E2,2.184904289E1,1.991232605E2,8.039732742E0,6.000906205E0,6.000906205E0,0.000000000E0
4.548085748E2,4.822503835E1,1.163113136E1,4.902181418E2,2.072831726E1,1.979846344E2,8.059769426E0,6.000906205E0,6.000906205E0,0.000000000E0
4.558086344E2,4.822487329E1,1.163102288E1,4.896923050E2,2.072831726E1,1.979846344E2,8.078542219E0,6.000906205E0,6.000906205E0,0.000000000E0
4.568086921E2,4.822471717E1,1.163092641E1,4.890799622E2,1.973181343E1,1.988796314E2,8.096596444E0,6.000906205E0,6.000906205E0,0.000000000E0
4.578087466E2,4.822456113E1,1.163085906E1,4.920802549E2,1.910956383E1,1.986381159E2,8.117416307E0,6.000906205E0,6.000906205E0,0.000000000E0
4.588087986E2,4.822439025E1,1.163074415E1,4.913093280E2,1.985931587E1,1.971134265E2,8.140691533E0,1.200181241E1,1.200181241E1,0.000000000E0
4.598088462E2,4.822418648E1,1.163067234E1,4.905022043E2,2.118497276E1,1.979312597E2,8.163245706E0,1.200181241E1,1.200181241E1,0.000000000E0
4.608088901E2,4.822398942E1,1.163060017E1,4.897831536E2,2.118497276E1,1.988387604E2,8.186766910E0,1.200181241E1,1.200181241E1,0.000000000E0
4.618089315E2,4.822378410E1,1.163052378E1,4.892496064E2,2.121782494E1,1.988387604E2,8.205476086E0,1.200181241E1,1.200181241E1,0.000000000E0
4.628089703E2,4.822361994E1,1.163046840E1,4.889630048E2,2.199119377E1,1.988387604E2,8.226264620E0,8.001208274E0,8.001208274E0,0.000000000E0
4.638090073E2,4.822343799E1,1.163040394E1,4.888657104E2,2.238716507E1,1.988387604E2,8.248220920E0,8.001208274E0,8.001208274E0,0.000000000E0
4.648090420E2,4.822324604E1,1.163033438E1,4.889633702E2,2.238716507E1,1.988387604E2,8.270489972E0,8.001208274E0,8.001208274E0,0.000000000E0
4.658090750E2,4.822306191E1,1.163021615E1,4.891925065E2,2.249743652E1,1.980379639E2,8.293224544E0,8.001208274E0,8.001208274E0,0.000000000E0
4.668091049E2,4.822286860E1,1.163011623E1,4.908721209E2,2.307766533E1,1.980379639E2,8.316633832E0,6.000906205E0,6.000906205E0,0.000000000E0
4.678091342E2,4.822266679E1,1.163002625E1,4.914651615E2,2.394352913E1,1.987135773E2,8.339447747E0,6.000906205E0,6.000906205E0,0.000000000E0
4.688091607E2,4.822247670E1,1.162991036E1,4.920960461E2,2.332074547E1,1.984699249E2,8.362236031E0,6.000906205E0,6.000906205E0,0.000000000E0
4.698091854E2,4.822228410E1,1.162980524E1,4.928027065E2,2.332074547E1,1.984699249E2,8.385667511E0,6.000906205E0,6.000906205E0,0.000000000E0
4.708092101E2,4.822208001E1,1.162972648E1,4.935810131E2,2.359593964E1,1.984699249E2,8.409532276E0,8.001208274E0,8.001208274E0,0.000000000E0
4.718092314E2,4.822187441E1,1.162963407E1,4.945253636E2,2.393799400E1,1.984699249E2,8.433807904E0,8.001208274E0,8.001208274E0,0.000000000E0
4.728092532E2,4.822166607E1,1.162953617E1,4.952667617E2,2.393799400E1,1.984699249E2,8.456585940E0,8.001208274E0,8.001208274E0,0.000000000E0
4.738092728E2,4.822146916E1,1.162945140E1,4.958450010E2,2.400013733E1,1.979819183E2,8.480119239E0,8.001208274E0,8.001208274E0,0.000000000E0
4.748092921E2,4.822127204E1,1.162933575E1,4.963816290E2,2.356908226E1,1.979819183E2,8.504553155E0,8.001208274E0,8.001208274E0,0.000000000E0
4.758093095E2,4.822106486E1,1.162922584E1,4.966624736E2,2.540191460E1,1.980787048E2,8.529780087E0,1.200181241E1,1.200181241E1,0.000000000E0
4.768093249E2,4.822084778E1,1.162912691E1,4.969088026E2,2.388005638E1,1.988765564E2,8.553585617E0,1.200181241E1,1.200181241E1,0.000000000E0
4.778093405E2,4.822064414E1,1.162902777E1,4.970634541E2,2.388005638E1,1.988765564E2,8.577442128E0,1.200181241E1,1.200181241E1,0.000000000E0
4.788093550E2,4.822043988E1,1.162892921E1,4.970348015E2,2.316382217E1,1.987183533E2,8.600418244E0,1.200181241E1,1.200181241E1,0.000000000E0
4.798093681E2,4.822024378E1,1.162883150E1,4.970629877E2,2.335249329E1,1.982525940E2,8.624076618E0,8.001208274E0,8.001208274E0,0.000000000E0
4.808093811E2,4.822004144E1,1.162873278E1,4.970318657E2,2.335249329E1,1.978881989E2,8.646741231E0,8.001208274E0,8.001208274E0,0.000000000E0
4.818093925E2,4.821984841E1,1.162863452E1,4.968843392E2,2.335249329E1,1.978881989E2,8.669460406E0,8.001208274E0,8.001208274E0,0.000000000E0
4.828094038E2,4.821965648E1,1.162852934E1,4.966630539E2,2.246565628E1,1.983065643E2,8.691943655E0,8.001208274E0,8.001208274E0,0.000000000E0
4.838094147E2,4.821946516E1,1.162843115E1,4.964311853E2,2.246565628E1,1.983065643E2,8.714382446E0,8.001208274E0,8.001208274E0,0.000000000E0
4.848094255E2,4.821927182E1,1.162834439E1,4.963246690E2,2.240450668E1,1.983065643E2,8.736072339E0,8.001208274E0,8.001208274E0,0.000000000E0
4.858094348E2,4.821908721E1,1.162824985E1,4.962721588E2,2.193609238E1,1.987381897E2,8.758319412E0,8.001208274E0,8.001208274E0,0.000000000E0
4.868094437E2,4.821889916E1,1.162814733E1,4.962235397E2,2.202231026E1,1.987381897E2,8.780420286E0,8.001208274E0,8.001208274E0,0.000000000E0
4.878094522E2,4.821870958E1,1.162805773E1,4.962472174E2,2.209118652E1,1.987381897E2,8.801412052E0,8.001208274E0,8.001208274E0,0.000000000E0
4.888094597E2,4.821853444E1,1.162795198E1,4.962068769E2,2.202231026E1,1.987381897E2,8.823443577E0,8.001208274E0,8.001208274E0,0.000000000E0
