"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.481144345E1,4.826401949E1,1.166448256E1,4.759662730E2,3.402496576E0,1.932737127E2,1.418674567E0,8.001208274E0,8.001208274E0,0.000000000E0
4.581125140E1,4.826397015E1,1.166446688E1,4.761134909E2,5.219055653E0,1.924797032E2,1.424756168E0,8.001208274E0,8.001208274E0,0.000000000E0
4.681107235E1,4.826391580E1,1.166445772E1,4.762880638E2,5.440917969E0,1.916293173E2,1.431441447E0,8.001208274E0,8.001208274E0,0.000000000E0
4.781090403E1,4.826385574E1,1.166445340E1,4.764816319E2,5.440917969E0,1.889404358E2,1.436929608E0,8.001208274E0,8.001208274E0,0.000000000E0
4.881074452E1,4.826380640E1,1.166445168E1,4.765881653E2,5.440917969E0,1.879817231E2,1.443369394E0,8.001208274E0,8.001208274E0,0.000000000E0
4.981059575E1,4.826374850E1,1.166445339E1,4.765988186E2,5.651313305E0,1.881971746E2,1.449650140E0,8.001208274E0,8.001208274E0,0.000000000E0
5.081045687E1,4.826369223E1,1.166444590E1,4.765998839E2,5.933567524E0,1.886980324E2,1.455409451E0,6.000906205E0,6.000906205E0,0.000000000E0
5.181032574E1,4.826364047E1,1.166444330E1,4.765999905E2,6.139497757E0,1.890443639E2,1.462609959E0,6.000906205E0,6.000906205E0,0.000000000E0
5.281020105E1,4.826357613E1,1.166443228E1,4.766003856E2,6.139497757E0,1.891655042E2,1.469645643E0,6.000906205E0,6.000906205E0,0.000000000E0
5.381008518E1,4.826351338E1,1.166442004E1,4.764916605E2,6.453369617E0,1.889552300E2,1.477482211E0,6.000906205E0,6.000906205E0,0.000000000E0
5.480997646E1,4.826344375E1,1.166440374E1,4.763003375E2,6.604666233E0,1.888709454E2,1.484744218E0,6.000906205E0,6.000906205E0,0.000000000E0
5.580987346E1,4.826337898E1,1.166439110E1,4.761072367E2,7.114031792E0,1.887723585E2,1.491938118E0,6.000906205E0,6.000906205E0,0.000000000E0
5.680977714E1,4.826331492E1,1.166437756E1,4.759430719E2,7.222106457E0,1.888042281E2,1.499426146E0,6.000906205E0,6.000906205E0,0.000000000E0
5.780968547E1,4.826324876E1,1.166435869E1,4.758366225E2,7.222106457E0,1.900556964E2,1.508012936E0,6.000906205E0,6.000906205E0,0.000000000E0
5.880959976E1,4.826317336E1,1.166433364E1,4.758169138E2,7.695518494E0,1.902800134E2,1.517488818E0,6.000906205E0,6.000906205E0,0.000000000E0
5.980951965E1,4.826308921E1,1.166431336E1,4.757739090E2,8.416328430E0,1.908939792E2,1.527002267E0,6.000906205E0,6.000906205E0,0.000000000E0
6.080944467E1,4.826300824E1,1.166427184E1,4.756688639E2,9.096921921E0,1.907807312E2,1.536253347E0,6.000906205E0,6.000906205E0,0.000000000E0
6.180937290E1,4.826292651E1,1.166424853E1,4.757677283E2,9.096921921E0,1.907807312E2,1.545099212E0,6.000906205E0,6.000906205E0,0.000000000E0
6.280930519E1,4.826284835E1,1.166422624E1,4.760459009E2,8.915736198E0,1.907807312E2,1.553299699E0,4.000604137E0,4.000604137E0,0.000000000E0
6.380924225E1,4.826277590E1,1.166420558E1,4.763215148E2,8.282464981E0,1.907807312E2,1.561511342E0,4.000604137E0,4.000604137E0,0.000000000E0
6.480918241E1,4.826270334E1,1.166418489E1,4.765721535E2,7.938618183E0,1.907807312E2,1.569408217E0,4.000604137E0,4.000604137E0,0.000000000E0
6.580912566E1,4.826263357E1,1.166416499E1,4.765972174E2,7.702362061E0,1.907807312E2,1.577238715E0,4.000604137E0,4.000604137E0,0.000000000E0
6.680907261E1,4.826256439E1,1.166414526E1,4.765997238E2,7.702362061E0,1.907807312E2,1.584916429E0,6.000906205E0,6.000906205E0,0.000000000E0
6.780902290E1,4.826249655E1,1.166412592E1,4.765999744E2,7.641524792E0,1.907807312E2,1.592693743E0,4.000604137E0,4.000604137E0,0.000000000E0
6.880897510E1,4.826242783E1,1.166410637E1,4.765999995E2,7.557896137E0,1.907230835E2,1.599855302E0,4.000604137E0,4.000604137E0,0.000000000E0
6.980892992E1,4.826249111E1,1.166412436E1,4.766000020E2,7.229127884E0,1.907807312E2,1.622050528E0,4.000604137E0,4.000604137E0,0.000000000E0
7.080888796E1,4.826229497E1,1.166406869E1,4.766000023E2,6.821594715E0,1.907230835E2,1.628976015E0,4.000604137E0,4.000604137E0,0.000000000E0
7.180884802E1,4.826223377E1,1.166405134E1,4.766000023E2,6.821594715E0,1.907230835E2,1.635657646E0,3.000453103E0,3.000453103E0,0.000000000E0
7.280881059E1,4.826217473E1,1.166403459E1,4.766000023E2,6.697329521E0,1.907230835E2,1.642052697E0,4.000604137E0,4.000604137E0,0.000000000E0
7.380877531E1,4.826211821E1,1.166401856E1,4.766000023E2,6.326881409E0,1.907230835E2,1.647488875E0,4.000604137E0,4.000604137E0,0.000000000E0
7.480874050E1,4.826207031E1,1.166400390E1,4.766000023E2,5.972667217E0,1.884792068E2,1.652686548E0,4.000604137E0,4.000604137E0,0.000000000E0
7.580870926E1,4.826202405E1,1.166399383E1,4.766000023E2,5.085307121E0,1.887702684E2,1.657795483E0,4.000604137E0,4.000604137E0,0.000000000E0
7.680867875E1,4.826197839E1,1.166398615E1,4.766000023E2,5.085307121E0,1.895655074E2,1.662603252E0,3.000453103E0,3.000453103E0,0.000000000E0
7.780864978E1,4.826193608E1,1.166397273E1,4.766000023E2,4.902262688E0,2.001854270E2,1.666794659E0,3.000453103E0,3.000453103E0,0.000000000E0
7.880862272E1,4.826189998E1,1.166395644E1,4.766000023E2,4.472428799E0,2.243649660E2,1.688022139E0,3.000453103E0,3.000453103E0,0.000000000E0
7.980859721E1,4.826172096E1,1.166385688E1,4.766000023E2,4.472428799E0,2.799644165E2,1.703373867E0,1.819882743E1,1.819882743E1,0.000000000E0
8.080857229E1,4.826185772E1,1.166382851E1,4.766000023E2,6.418801308E0,2.753084237E2,1.710747100E0,3.000453103E0,3.000453103E0,0.000000000E0
8.180854881E1,4.826186267E1,1.166372918E1,4.766000023E2,8.142497063E0,2.836698047E2,1.719947433E0,3.000453103E0,3.000453103E0,0.000000000E0
8.280852592E1,4.826188106E1,1.166360800E1,4.766000023E2,8.142497063E0,2.811435636E2,1.731166320E0,3.000453103E0,3.000453103E0,0.000000000E0
8.380850554E1,4.826189704E1,1.166345836E1,4.766000023E2,1.017953873E1,2.803834182E2,1.749673666E0,3.000453103E0,3.000453103E0,0.000000000E0
8.480848563E1,4.826179019E1,1.166326667E1,4.766000023E2,1.176681900E1,2.799644165E2,1.762047270E0,1.436056867E1,1.436056867E1,0.000000000E0
8.580846643E1,4.826180950E1,1.166310205E1,4.766000023E2,1.231622601E1,2.799644165E2,1.768720943E0,1.459366758E1,1.459366758E1,0.000000000E0
8.680844760E1,4.826181991E1,1.166301326E1,4.766000023E2,1.298927307E1,2.799644165E2,1.788433651E0,1.631984907E1,1.631984907E1,0.000000000E0
8.780843008E1,4.826185038E1,1.166275093E1,4.766000023E2,1.298927307E1,2.798661499E2,1.802085924E0,1.502032106E1,1.502032106E1,0.000000000E0
8.880841351E1,4.826187148E1,1.166256925E1,4.766000023E2,1.375393867E1,2.798661499E2,1.816164267E0,1.493865397E1,1.493865397E1,0.000000000E0
8.980839753E1,4.826189323E1,1.166238189E1,4.766000023E2,1.403890896E1,2.798661499E2,1.830529470E0,1.515388678E1,1.515388678E1,0.000000000E0
9.080838144E1,4.826191543E1,1.166219072E1,4.766000023E2,1.387081051E1,2.798661499E2,1.844358688E0,1.484615206E1,1.484615206E1,0.000000000E0
9.180836713E1,4.826193680E1,1.166200668E1,4.766000023E2,1.387081051E1,2.798661499E2,1.852269362E0,1.471564207E1,1.471564207E1,0.000000000E0
9.280835342E1,4.826194903E1,1.166190141E1,4.766000023E2,1.354872704E1,2.798661499E2,1.871460727E0,1.548823350E1,1.548823350E1,0.000000000E0
9.380833948E1,4.826197255E1,1.166164457E1,4.766000023E2,1.322456741E1,2.777159729E2,1.883712417E0,1.485968176E1,1.485968176E1,0.000000000E0
9.480832696E1,4.826198739E1,1.166148057E1,4.766000023E2,1.319925117E1,2.777159729E2,1.896593131E0,1.521391397E1,1.521391397E1,0.000000000E0
9.580831420E1,4.826200299E1,1.166130815E1,4.767212364E2,1.304674053E1,2.777159729E2,1.909747487E0,1.577876117E1,1.577876117E1,0.000000000E0
9.680830169E1,4.826201892E1,1.166113207E1,4.769900554E2,1.318180656E1,2.777159729E2,1.924484138E0,1.616103038E1,1.616103038E1,0.000000000E0
9.780829024E1,4.826204866E1,1.166093807E1,4.774148072E2,1.304674053E1,2.832662354E2,1.937525850E0,1.519223908E1,1.519223908E1,0.000000000E0
9.880827928E1,4.826207565E1,1.166076662E1,4.777850045E2,1.302995586E1,2.832662354E2,1.950533904E0,1.361559382E1,1.361559382E1,0.000000000E0
9.980826831E1,4.826210257E1,1.166059561E1,4.780794339E2,1.296308327E1,2.832662354E2,1.963605396E0,1.248004360E1,1.248004360E1,0.000000000E0
1.008082570E2,4.826212962E1,1.166042377E1,4.785127892E2,1.304725647E1,2.832662354E2,1.976751589E0,1.160880010E1,1.160880010E1,0.000000000E0
1.018082476E2,4.826215683E1,1.166025095E1,4.787854643E2,1.320335484E1,2.832662354E2,1.989927532E0,1.086581198E1,1.086581198E1,0.000000000E0
1.028082374E2,4.826218410E1,1.166007773E1,4.787453307E2,1.320335484E1,2.832662354E2,2.002926544E0,1.045536292E1,1.045536292E1,0.000000000E0
1.038082280E2,4.826221100E1,1.165990684E1,4.788996853E2,1.320335484E1,2.832662354E2,2.016022262E0,1.023076241E1,1.023076241E1,0.000000000E0
1.048082188E2,4.826226957E1,1.165975337E1,4.791459435E2,1.296835327E1,2.827125244E2,2.027214293E0,6.000906205E0,6.000906205E0,0.000000000E0
1.058082103E2,4.826229179E1,1.165960590E1,4.793147649E2,1.142558384E1,2.827125244E2,2.038690011E0,6.000906205E0,6.000906205E0,0.000000000E0
1.068082010E2,4.826231456E1,1.165945470E1,4.794216800E2,1.142558384E1,2.827125244E2,2.049653661E0,6.000906205E0,6.000906205E0,0.000000000E0
1.078081919E2,4.826233674E1,1.165931038E1,4.794886215E2,1.078428268E1,2.845795898E2,2.059366328E0,6.000906205E0,6.000906205E0,0.000000000E0
1.088081841E2,4.826235804E1,1.165918314E1,4.795304169E2,1.031808281E1,2.848961487E2,2.067073727E0,6.000906205E0,6.000906205E0,0.000000000E0
1.098081756E2,4.826237590E1,1.165908253E1,4.795565142E2,8.809854507E0,2.848961487E2,2.074348179E0,4.000604137E0,4.000604137E0,0.000000000E0
1.108081672E2,4.826239277E1,1.165898759E1,4.795938407E2,6.463197708E0,2.848961487E2,2.079701240E0,6.680398186E0,6.680398186E0,0.000000000E0
1.118081597E2,4.826240518E1,1.165891771E1,4.796335536E2,6.463197708E0,2.848961487E2,2.084829020E0,6.590891767E0,6.590891767E0,0.000000000E0
1.128081522E2,4.826241706E1,1.165885078E1,4.796647710E2,5.466041565E0,2.848961487E2,2.088688595E0,6.561824592E0,6.561824592E0,0.000000000E0
1.138081453E2,4.826242601E1,1.165880041E1,4.796799777E2,4.881483078E0,2.848961487E2,2.091244241E0,7.058900186E0,7.058900186E0,0.000000000E0
1.148081373E2,4.826243194E1,1.165876705E1,4.796729290E2,3.743812084E0,2.848961487E2,2.092766991E0,7.326743432E0,7.326743432E0,0.000000000E0
1.158081304E2,4.826243547E1,1.165874717E1,4.796567334E2,1.334132791E0,2.848961487E2,2.093560341E0,7.376201296E0,7.376201296E0,0.000000000E0
1.168081229E2,4.826243731E1,1.165873682E1,4.796407767E2,1.334132791E0,2.848961487E2,2.093808233E0,6.000906205E0,6.000906205E0,0.000000000E0
1.178081158E2,4.826243788E1,1.165873358E1,4.796278102E2,1.436960995E-1,2.848961487E2,2.093848701E0,6.000906205E0,6.000906205E0,0.000000000E0
1.188081096E2,4.826243779E1,1.165873411E1,4.796192626E2,8.958020061E-2,2.848961487E2,2.093879637E0,6.000906205E0,6.000906205E0,0.000000000E0
1.198081031E2,4.826243786E1,1.165873371E1,4.796135738E2,1.436960995E-1,2.848961487E2,2.094439687E0,8.001208274E0,8.001208274E0,0.000000000E0
1.208080956E2,4.826243916E1,1.165872640E1,4.796089400E2,5.784892440E-1,2.848961487E2,2.095013494E0,8.001208274E0,8.001208274E0,0.000000000E0
1.218080897E2,4.826244049E1,1.165871891E1,4.796088062E2,7.750198245E-1,2.848961487E2,2.095548459E0,8.001208274E0,8.001208274E0,0.000000000E0
1.228080832E2,4.826244173E1,1.165871193E1,4.796099464E2,6.696005464E-1,2.848961487E2,2.095765176E0,8.001208274E0,8.001208274E0,0.000000000E0
1.238080763E2,4.826244223E1,1.165870910E1,4.796121478E2,6.696005464E-1,2.848961487E2,2.096319181E0,8.001208274E0,8.001208274E0,0.000000000E0
1.248080704E2,4.826244351E1,1.165870187E1,4.796118186E2,2.879538238E-1,2.848961487E2,2.096379673E0,8.001208274E0,8.001208274E0,0.000000000E0
1.258080637E2,4.826244337E1,1.165870266E1,4.796159605E2,1.136839315E-1,2.848961487E2,2.096391173E0,8.001208274E0,8.001208274E0,0.000000000E0
1.268080577E2,4.826244340E1,1.165870251E1,4.796231313E2,6.316654384E-2,2.848961487E2,2.096542170E0,8.001208274E0,8.001208274E0,0.000000000E0
1.278080523E2,4.826244375E1,1.165870053E1,4.796331868E2,1.136839315E-1,2.848961487E2,2.096859016E0,8.001208274E0,8.001208274E0,0.000000000E0
1.288080455E2,4.826244448E1,1.165869640E1,4.796464970E2,2.534768283E-1,2.848961487E2,2.096910162E0,8.001208274E0,8.001208274E0,0.000000000E0
1.298080398E2,4.826244437E1,1.165869707E1,4.796628244E2,1.430184841E-1,2.848961487E2,2.097328871E0,8.001208274E0,8.001208274E0,0.000000000E0
1.308080338E2,4.826244534E1,1.165869160E1,4.796628244E2,0.000000000E0,2.848961487E2,2.097807913E0,8.001208274E0,8.001208274E0,0.000000000E0
1.318080281E2,4.826244423E1,1.165869785E1,4.796628244E2,0.000000000E0,2.848961487E2,2.098370899E0,6.000906205E0,6.000906205E0,0.000000000E0
1.328080224E2,4.826244553E1,1.165869051E1,4.796628244E2,0.000000000E0,2.848961487E2,2.098859271E0,6.000906205E0,6.000906205E0,0.000000000E0
1.338080165E2,4.826244440E1,1.165869688E1,4.796628244E2,0.000000000E0,2.848961487E2,2.099272449E0,6.000906205E0,6.000906205E0,0.000000000E0
1.348080103E2,4.826244344E1,1.165870227E1,4.796628244E2,0.000000000E0,2.848961487E2,2.099828199E0,6.000906205E0,6.000906205E0,0.000000000E0
1.358080049E2,4.826244473E1,1.165869502E1,4.796628244E2,0.000000000E0,2.848961487E2,2.099992874E0,6.000906205E0,6.000906205E0,0.000000000E0
1.368079989E2,4.826244435E1,1.165869717E1,4.796628244E2,0.000000000E0,2.848961487E2,2.100164403E0,8.001208274E0,8.001208274E0,0.000000000E0
1.378079938E2,4.826244395E1,1.165869941E1,4.796628244E2,0.000000000E0,2.848961487E2,2.100685664E0,8.001208274E0,8.001208274E0,0.000000000E0
1.388079876E2,4.826244516E1,1.165869260E1,4.796892075E2,7.836759835E-2,2.848961487E2,2.101095491E0,8.001208274E0,8.001208274E0,0.000000000E0
1.398079821E2,4.826244611E1,1.165868725E1,4.796912104E2,4.270662963E-1,2.848961487E2,2.101380712E0,8.001208274E0,8.001208274E0,0.000000000E0
1.408079766E2,4.826244677E1,1.165868353E1,4.796892684E2,3.121330589E-2,2.848961487E2,2.101537717E0,8.001208274E0,8.001208274E0,0.000000000E0
1.418079711E2,4.826244641E1,1.165868558E1,4.796851740E2,9.502208233E-2,2.848961487E2,2.101748215E0,8.001208274E0,8.001208274E0,0.000000000E0
1.428079653E2,4.826244592E1,1.165868833E1,4.796809743E2,7.585444301E-2,2.848961487E2,2.101857276E0,1.200181241E1,1.200181241E1,0.000000000E0
1.438079591E2,4.826244617E1,1.165868691E1,4.796759401E2,1.496933699E-1,2.848961487E2,2.101903984E0,1.200181241E1,1.200181241E1,0.000000000E0
1.448079544E2,4.826244628E1,1.165868630E1,4.796685153E2,1.496933699E-1,2.848961487E2,2.102036520E0,1.200181241E1,1.200181241E1,0.000000000E0
1.458079487E2,4.826244659E1,1.165868457E1,4.796540948E2,5.087357163E-1,2.848961487E2,2.102926331E0,1.200181241E1,1.200181241E1,0.000000000E0
1.468079437E2,4.826244865E1,1.165867295E1,4.796355690E2,1.305840135E0,2.848961487E2,2.104287935E0,1.200181241E1,1.200181241E1,0.000000000E0
1.478079377E2,4.826245181E1,1.165865518E1,4.796224005E2,1.305840135E0,2.848961487E2,2.106933661E0,1.200181241E1,1.200181241E1,0.000000000E0
1.488079323E2,4.826245794E1,1.165862065E1,4.796139975E2,2.151326418E0,2.848961487E2,2.108724877E0,8.001208274E0,8.001208274E0,0.000000000E0
1.498079275E2,4.826246209E1,1.165859727E1,4.796087626E2,2.573111057E0,2.848961487E2,2.112046029E0,8.001208274E0,8.001208274E0,0.000000000E0
1.508079216E2,4.826246979E1,1.165855392E1,4.796054377E2,4.546987057E0,2.848961487E2,2.116950485E0,8.001208274E0,8.001208274E0,0.000000000E0
1.518079166E2,4.826248116E1,1.165848990E1,4.795131496E2,6.510674000E0,2.848961487E2,2.124487646E0,8.001208274E0,8.001208274E0,0.000000000E0
1.528079109E2,4.826250793E1,1.165839636E1,4.792805687E2,6.510674000E0,2.934243164E2,2.135699052E0,8.001208274E0,8.001208274E0,0.000000000E0
1.538079054E2,4.826254796E1,1.165825735E1,4.789348070E2,7.525710106E0,2.905909424E2,2.141450044E0,8.001208274E0,8.001208274E0,0.000000000E0
1.548079005E2,4.826256620E1,1.165818465E1,4.785535572E2,8.437915802E0,2.905909424E2,2.142605532E0,8.001208274E0,8.001208274E0,0.000000000E0
1.558078948E2,4.826256986E1,1.165817004E1,4.783283900E2,8.188201904E0,2.905909424E2,2.158794647E0,8.001208274E0,8.001208274E0,0.000000000E0
1.568078892E2,4.826264738E1,1.165798493E1,4.782151811E2,8.721690178E0,2.917431641E2,2.168750792E0,6.000906205E0,6.000906205E0,0.000000000E0
1.578078836E2,4.826267599E1,1.165785748E1,4.782131437E2,8.721690178E0,2.890627441E2,2.181166405E0,8.001208274E0,8.001208274E0,0.000000000E0
1.588078783E2,4.826271416E1,1.165769986E1,4.783067632E2,1.252953434E1,2.890627441E2,2.194344998E0,8.001208274E0,8.001208274E0,0.000000000E0
1.598078731E2,4.826275172E1,1.165753100E1,4.784116513E2,1.294136906E1,2.890627441E2,2.208407118E0,8.001208274E0,8.001208274E0,0.000000000E0
1.608078675E2,4.826277573E1,1.165734449E1,4.784818508E2,1.379748440E1,2.890627441E2,2.223125610E0,8.001208274E0,8.001208274E0,0.000000000E0
1.618078623E2,4.826281434E1,1.165715431E1,4.785261693E2,1.539582539E1,2.900013428E2,2.239406396E0,6.000906205E0,6.000906205E0,0.000000000E0
1.628078575E2,4.826286330E1,1.165694703E1,4.785538922E2,1.539582539E1,2.895334778E2,2.256921715E0,6.000906205E0,6.000906205E0,0.000000000E0
1.638078521E2,4.826291446E1,1.165672324E1,4.785711664E2,1.652865982E1,2.888656921E2,2.274535984E0,6.000906205E0,6.000906205E0,0.000000000E0
1.648078464E2,4.826296583E1,1.165649814E1,4.785820125E2,1.779701424E1,2.888656921E2,2.292866887E0,6.000906205E0,6.000906205E0,0.000000000E0
1.658078412E2,4.826301877E1,1.165626362E1,4.785887551E2,1.808234596E1,2.879275208E2,2.311360730E0,4.000604137E0,4.000604137E0,0.000000000E0
1.668078371E2,4.826307390E1,1.165602791E1,4.786132697E2,1.846654510E1,2.849198303E2,2.331065761E0,6.000906205E0,6.000906205E0,0.000000000E0
1.678078307E2,4.826312357E1,1.165577238E1,4.787067428E2,1.846654510E1,2.832496338E2,2.351072962E0,8.001208274E0,8.001208274E0,0.000000000E0
1.688078262E2,4.826315598E1,1.165550652E1,4.788740186E2,1.889956284E1,2.812772217E2,2.371324592E0,8.001208274E0,8.001208274E0,0.000000000E0
1.698078198E2,4.826318002E1,1.165523533E1,4.787918693E2,1.945628738E1,2.812772217E2,2.390156889E0,8.001208274E0,8.001208274E0,0.000000000E0
1.708078152E2,4.826322080E1,1.165498841E1,4.787502559E2,1.928410339E1,2.823660889E2,2.410357624E0,8.001208274E0,8.001208274E0,0.000000000E0
1.718078105E2,4.826325514E1,1.165472043E1,4.788272286E2,1.928410339E1,2.871557312E2,2.426910565E0,6.000906205E0,6.000906205E0,0.000000000E0
1.728078043E2,4.826328356E1,1.165450093E1,4.787645035E2,1.869741631E1,2.871557312E2,2.446271157E0,6.000906205E0,6.000906205E0,0.000000000E0
1.738077999E2,4.826331902E1,1.165424486E1,4.789704868E2,1.866992188E1,2.879680176E2,2.464867961E0,8.001208274E0,8.001208274E0,0.000000000E0
1.748077946E2,4.826336539E1,1.165400348E1,4.794233972E2,1.866992188E1,2.879680176E2,2.483739140E0,8.001208274E0,8.001208274E0,0.000000000E0
1.758077893E2,4.826342156E1,1.165376292E1,4.798109123E2,1.919524193E1,2.873556824E2,2.502565137E0,8.001208274E0,8.001208274E0,0.000000000E0
1.768077846E2,4.826346486E1,1.165351705E1,4.799942439E2,1.947342873E1,2.873556824E2,2.521716721E0,8.001208274E0,8.001208274E0,0.000000000E0
1.778077787E2,4.826350764E1,1.165326643E1,4.801606728E2,1.919524193E1,2.873556824E2,2.539522887E0,8.001208274E0,8.001208274E0,0.000000000E0
1.788077732E2,4.826357164E1,1.165304593E1,4.806003992E2,1.893401146E1,2.873556824E2,2.559450651E0,8.001208274E0,8.001208274E0,0.000000000E0
1.798077689E2,4.826363709E1,1.165279532E1,4.814498894E2,1.891233826E1,2.873556824E2,2.577581779E0,8.001208274E0,8.001208274E0,0.000000000E0
1.808077629E2,4.826369180E1,1.165256458E1,4.821036006E2,1.825626564E1,2.853516235E2,2.594511050E0,8.001208274E0,8.001208274E0,0.000000000E0
1.818077580E2,4.826373594E1,1.165234569E1,4.820835530E2,1.825626564E1,2.851912231E2,2.613016759E0,8.001208274E0,8.001208274E0,0.000000000E0
1.828077524E2,4.826379439E1,1.165211162E1,4.815756279E2,1.818743515E1,2.826313477E2,2.631470178E0,8.001208274E0,8.001208274E0,0.000000000E0
1.838077466E2,4.826384775E1,1.165187557E1,4.812787965E2,1.818743515E1,2.816079712E2,2.649332231E0,8.001208274E0,8.001208274E0,0.000000000E0
1.848077420E2,4.826389757E1,1.165164616E1,4.814870773E2,1.820071983E1,2.816079712E2,2.668423482E0,8.001208274E0,8.001208274E0,0.000000000E0
1.858077366E2,4.826394807E1,1.165139966E1,4.821403333E2,1.841843796E1,2.810553284E2,2.686661259E0,8.001208274E0,8.001208274E0,0.000000000E0
1.868077319E2,4.826397711E1,1.165115717E1,4.827282786E2,1.852135468E1,2.826875305E2,2.703494472E0,8.001208274E0,8.001208274E0,0.000000000E0
1.878077260E2,4.826400323E1,1.165093317E1,4.833719852E2,1.841843796E1,2.814555664E2,2.722953235E0,8.001208274E0,8.001208274E0,0.000000000E0
1.888077211E2,4.826403134E1,1.165067371E1,4.837543551E2,1.811916351E1,2.805426941E2,2.741637670E0,8.001208274E0,8.001208274E0,0.000000000E0
1.898077159E2,4.826404710E1,1.165042240E1,4.838775164E2,1.778237343E1,2.805426941E2,2.758005536E0,8.001208274E0,8.001208274E0,0.000000000E0
1.908077108E2,4.826405472E1,1.165020158E1,4.839119700E2,1.675918579E1,2.798839111E2,2.774811696E0,8.001208274E0,8.001208274E0,0.000000000E0
1.918077055E2,4.826406072E1,1.164997472E1,4.840201151E2,1.675918579E1,2.785903015E2,2.792013612E0,8.001208274E0,8.001208274E0,0.000000000E0
1.928076996E2,4.826408867E1,1.164974615E1,4.842373627E2,1.675918579E1,2.775723267E2,2.809147565E0,8.001208274E0,8.001208274E0,0.000000000E0
1.938076956E2,4.826412460E1,1.164952106E1,4.844601922E2,1.710194969E1,2.763634644E2,2.827782735E0,8.001208274E0,8.001208274E0,0.000000000E0
1.948076904E2,4.826416076E1,1.164927524E1,4.847516951E2,1.728258514E1,2.763634644E2,2.841423804E0,8.001208274E0,8.001208274E0,0.000000000E0
1.958076850E2,4.826418854E1,1.164909575E1,4.852460615E2,1.793822289E1,2.763634644E2,2.865762690E0,8.001208274E0,8.001208274E0,0.000000000E0
1.968076797E2,4.826422144E1,1.164877067E1,4.855338465E2,1.811748123E1,2.746634521E2,2.884762582E0,8.001208274E0,8.001208274E0,0.000000000E0
1.978076742E2,4.826423946E1,1.164851543E1,4.856529326E2,1.795643997E1,2.765270386E2,2.903512138E0,8.001208274E0,8.001208274E0,0.000000000E0
1.988076693E2,4.826424965E1,1.164826259E1,4.857011510E2,1.795643997E1,2.756535339E2,2.920931060E0,8.001208274E0,8.001208274E0,0.000000000E0
1.998076642E2,4.826426803E1,1.164802890E1,4.854537268E2,1.791034698E1,2.733271484E2,2.939509227E0,8.001208274E0,8.001208274E0,0.000000000E0
2.008076584E2,4.826428757E1,1.164777964E1,4.849271289E2,1.792619133E1,2.733271484E2,2.957774975E0,8.001208274E0,8.001208274E0,0.000000000E0
2.018076534E2,4.826429734E1,1.164753331E1,4.840969667E2,1.792619133E1,2.720764465E2,2.975766344E0,8.001208274E0,8.001208274E0,0.000000000E0
2.028076484E2,4.826430945E1,1.164729094E1,4.835799905E2,1.787608910E1,2.716960754E2,2.988931555E0,8.001208274E0,8.001208274E0,0.000000000E0
2.038076432E2,4.826429080E1,1.164711531E1,4.833165863E2,1.757629395E1,2.685481567E2,3.004585350E0,8.001208274E0,8.001208274E0,0.000000000E0
2.048076378E2,4.826426888E1,1.164690641E1,4.835281548E2,1.737342453E1,2.682154236E2,3.019628728E0,8.001208274E0,8.001208274E0,0.000000000E0
2.058076327E2,4.826424672E1,1.164670593E1,4.835509047E2,1.669710922E1,2.682154236E2,3.035126536E0,8.001208274E0,8.001208274E0,0.000000000E0
2.068076277E2,4.826423394E1,1.164649744E1,4.810169807E2,1.669710922E1,2.706077576E2,3.052480974E0,8.001208274E0,8.001208274E0,0.000000000E0
2.078076222E2,4.826421826E1,1.164626418E1,4.792074906E2,1.618289757E1,2.689050598E2,3.066996338E0,8.001208274E0,8.001208274E0,0.000000000E0
2.088076166E2,4.826422185E1,1.164606816E1,4.779606837E2,1.575634003E1,2.689050598E2,3.082044596E0,8.001208274E0,8.001208274E0,0.000000000E0
2.098076121E2,4.826421620E1,1.164586504E1,4.770559926E2,1.520480633E1,2.694111633E2,3.095518053E0,8.001208274E0,8.001208274E0,0.000000000E0
2.108076071E2,4.826419560E1,1.164568567E1,4.763717225E2,1.360683727E1,2.670578003E2,3.108298593E0,8.001208274E0,8.001208274E0,0.000000000E0
2.118076012E2,4.826419011E1,1.164551321E1,4.758413543E2,1.360683727E1,2.654994812E2,3.120683859E0,8.001208274E0,8.001208274E0,0.000000000E0
2.128075960E2,4.826418844E1,1.164534591E1,4.754520635E2,1.303417778E1,2.647933350E2,3.132955255E0,1.200181241E1,1.200181241E1,0.000000000E0
2.138075902E2,4.826417839E1,1.164518082E1,4.752235579E2,1.231713772E1,2.647933350E2,3.135565921E0,1.200181241E1,1.200181241E1,0.000000000E0
2.148075858E2,4.826419838E1,1.164516231E1,4.746614523E2,1.173147106E1,2.647933350E2,3.152642236E0,8.001208274E0,8.001208274E0,0.000000000E0
2.158075805E2,4.826422547E1,1.164493524E1,4.748831022E2,9.031287193E0,2.865918884E2,3.164502103E0,8.001208274E0,8.001208274E0,0.000000000E0
2.168075753E2,4.826427325E1,1.164479199E1,4.749146748E2,9.031287193E0,3.031528931E2,3.173351183E0,8.001208274E0,8.001208274E0,0.000000000E0
